2017-11-29 09:49:01.0192 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:01.7029 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:02.3865 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:03.0702 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:03.7549 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:04.4386 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:05.1232 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:05.8069 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:06.4916 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:07.1752 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:07.8589 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:08.5431 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:09.2273 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:09.9109 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:10.5946 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:11.2793 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:11.9640 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:12.6481 +03:00, L:00.00%, H:09.96%, Carrier:ERR;
2017-11-29 09:49:13.3323 +03:00, L:00.00%, H:06.17%, Carrier:ERR;
2017-11-29 09:49:14.0160 +03:00, L:00.00%, H:00.00%, Carrier:ERR;
2017-11-29 09:49:14.6997 +03:00, L:47.68%, H:49.83%, Carrier:OK;
2017-11-29 09:49:15.3843 +03:00, L:65.13%, H:65.42%, Carrier:OK;
2017-11-29 09:49:16.0690 +03:00, L:58.69%, H:62.71%, Carrier:OK;
2017-11-29 09:49:16.7532 +03:00, L:75.60%, H:76.34%, Carrier:OK;
2017-11-29 09:49:17.4374 +03:00, L:68.61%, H:82.21%, Carrier:OK;
2017-11-29 09:49:18.1200 +03:00, L:57.70%, H:68.32%, Carrier:OK;
2017-11-29 09:49:18.8047 +03:00, L:73.84%, H:53.55%, Carrier:OK;
2017-11-29 09:49:19.4884 +03:00, L:68.23%, H:60.66%, Carrier:OK;
2017-11-29 09:49:20.1731 +03:00, L:44.78%, H:61.48%, Carrier:OK;
2017-11-29 09:49:20.8572 +03:00, L:68.09%, H:76.13%, Carrier:OK;
2017-11-29 09:49:21.5404 +03:00, L:74.59%, H:74.23%, Carrier:OK;
