2016-11-22 12:50:31.5635 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:32.2423 +03:00, L:10.92%, H:00.00%, Carrier:OK;
2016-11-22 12:50:32.9321 +03:00, L:35.86%, H:52.69%, Carrier:OK;
2016-11-22 12:50:33.6219 +03:00, L:43.76%, H:41.77%, Carrier:OK;
2016-11-22 12:50:34.3022 +03:00, L:38.02%, H:37.42%, Carrier:OK;
2016-11-22 12:50:34.9821 +03:00, L:26.66%, H:55.81%, Carrier:OK;
2016-11-22 12:50:35.6719 +03:00, L:41.60%, H:16.28%, Carrier:OK;
2016-11-22 12:50:36.3522 +03:00, L:23.95%, H:71.52%, Carrier:OK;
2016-11-22 12:50:37.0320 +03:00, L:14.79%, H:27.55%, Carrier:OK;
2016-11-22 12:50:37.7118 +03:00, L:39.09%, H:17.41%, Carrier:OK;
2016-11-22 12:50:38.4021 +03:00, L:00.00%, H:05.60%, Carrier:OK;
2016-11-22 12:50:39.0820 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:39.7623 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:40.4521 +03:00, L:00.00%, H:00.53%, Carrier:OK;
2016-11-22 12:50:41.1324 +03:00, L:09.60%, H:26.98%, Carrier:OK;
2016-11-22 12:50:41.8122 +03:00, L:43.47%, H:35.90%, Carrier:OK;
2016-11-22 12:50:42.5020 +03:00, L:53.18%, H:53.29%, Carrier:OK;
2016-11-22 12:50:43.1824 +03:00, L:53.34%, H:43.89%, Carrier:OK;
2016-11-22 12:50:43.8622 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:44.5420 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:45.2323 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:45.9121 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:46.5919 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:47.2823 +03:00, L:36.65%, H:38.04%, Carrier:OK;
2016-11-22 12:50:47.9621 +03:00, L:63.25%, H:66.21%, Carrier:OK;
2016-11-22 12:50:48.6424 +03:00, L:24.74%, H:47.97%, Carrier:OK;
2016-11-22 12:50:49.3322 +03:00, L:36.77%, H:16.87%, Carrier:OK;
2016-11-22 12:50:50.0120 +03:00, L:41.27%, H:67.23%, Carrier:OK;
2016-11-22 12:50:50.6923 +03:00, L:68.67%, H:45.08%, Carrier:OK;
2016-11-22 12:50:51.3721 +03:00, L:10.43%, H:48.87%, Carrier:OK;
2016-11-22 12:50:52.0620 +03:00, L:70.54%, H:72.05%, Carrier:OK;
2016-11-22 12:50:52.7423 +03:00, L:50.22%, H:26.81%, Carrier:OK;
2016-11-22 12:50:53.4221 +03:00, L:18.39%, H:40.78%, Carrier:OK;
2016-11-22 12:50:54.1119 +03:00, L:36.54%, H:69.42%, Carrier:OK;
2016-11-22 12:50:54.7922 +03:00, L:69.99%, H:68.12%, Carrier:OK;
2016-11-22 12:50:55.4720 +03:00, L:31.56%, H:12.52%, Carrier:OK;
2016-11-22 12:50:56.1619 +03:00, L:21.37%, H:27.82%, Carrier:OK;
2016-11-22 12:50:56.8422 +03:00, L:26.18%, H:31.57%, Carrier:OK;
2016-11-22 12:50:57.5220 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:58.2023 +03:00, L:07.86%, H:05.82%, Carrier:OK;
2016-11-22 12:50:58.8921 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:50:59.5719 +03:00, L:00.00%, H:00.00%, Carrier:OK;
2016-11-22 12:51:00.2522 +03:00, L:00.00%, H:00.00%, Carrier:OK;
